instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,season_name,weather_desc,month,dayofweek,casual_ratio,Cluster
656,2012-10-17,4,1,10,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.455833,0.450108,0.692917,0.101371,979,6482,7461,2012,Winter,Clear,October,2,0.15103363159518668,1
657,2012-10-18,4,1,10,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5225,0.512625,0.728333,0.236937,1008,6501,7509,2012,Winter,Mist,October,3,0.15505306875865252,1
658,2012-10-19,4,1,10,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.563333,0.537896,0.815,0.134954,753,4671,5424,2012,Winter,Mist,October,4,0.16120745022479127,0
659,2012-10-20,4,1,10,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.484167,0.472842,0.572917,0.117537,2806,5284,8090,2012,Winter,Clear,October,5,0.5310370931112793,1
660,2012-10-21,4,1,10,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.464167,0.456429,0.51,0.166054,2132,4692,6824,2012,Winter,Clear,October,6,0.45439045183290705,1
661,2012-10-22,4,1,10,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4875,0.482942,0.568333,0.0814833,830,6228,7058,2012,Winter,Clear,October,0,0.13326910725754657,1
662,2012-10-23,4,1,10,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.544167,0.530304,0.641667,0.0945458,841,6625,7466,2012,Winter,Clear,October,1,0.1269433962264151,1
663,2012-10-24,4,1,10,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5875,0.558721,0.63625,0.0727792,795,6898,7693,2012,Winter,Clear,October,2,0.11525079733256016,1
664,2012-10-25,4,1,10,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.55,0.529688,0.800417,0.124375,875,6484,7359,2012,Winter,Mist,October,3,0.13494756323257248,1
665,2012-10-26,4,1,10,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.545833,0.52275,0.807083,0.132467,1182,6262,7444,2012,Winter,Mist,October,4,0.18875758543596294,1
666,2012-10-27,4,1,10,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.53,0.515133,0.72,0.235692,2643,5209,7852,2012,Winter,Mist,October,5,0.507391053945095,1
667,2012-10-28,4,1,10,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4775,0.467771,0.694583,0.398008,998,3461,4459,2012,Winter,Mist,October,6,0.28835596648367523,0
668,2012-10-29,4,1,10,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.44,0.4394,0.88,0.3582,2,20,22,2012,Winter,Light Rain/Snow,October,0,0.1,2
669,2012-10-30,4,1,10,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.318182,0.309909,0.825455,0.213009,87,1009,1096,2012,Winter,Mist,October,1,0.08622398414271557,2
670,2012-10-31,4,1,10,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3575,0.3611,0.666667,0.166667,419,5147,5566,2012,Winter,Mist,October,2,0.0814066446473674,0
671,2012-11-01,4,1,11,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.365833,0.369942,0.581667,0.157346,466,5520,5986,2012,Winter,Mist,November,3,0.08442028985507247,1
672,2012-11-02,4,1,11,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.355,0.356042,0.522083,0.266175,618,5229,5847,2012,Winter,Clear,November,4,0.11818703384968446,1
673,2012-11-03,4,1,11,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.343333,0.323846,0.49125,0.270529,1029,4109,5138,2012,Winter,Mist,November,5,0.2504258943781942,0
674,2012-11-04,4,1,11,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.325833,0.329538,0.532917,0.179108,1201,3906,5107,2012,Winter,Clear,November,6,0.3074756784434204,0
675,2012-11-05,4,1,11,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.319167,0.308075,0.494167,0.236325,378,4881,5259,2012,Winter,Clear,November,0,0.07744314689612784,0
676,2012-11-06,4,1,11,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.280833,0.281567,0.567083,0.173513,466,5220,5686,2012,Winter,Clear,November,1,0.089272030651341,1
677,2012-11-07,4,1,11,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.295833,0.274621,0.5475,0.304108,326,4709,5035,2012,Winter,Mist,November,2,0.06922913569760034,0
678,2012-11-08,4,1,11,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.352174,0.341891,0.333478,0.347835,340,4975,5315,2012,Winter,Clear,November,3,0.06834170854271357,0
679,2012-11-09,4,1,11,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.361667,0.355413,0.540833,0.214558,709,5283,5992,2012,Winter,Clear,November,4,0.1342040507287526,1
680,2012-11-10,4,1,11,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,2012,Winter,Clear,November,5,0.4700854700854701,1
681,2012-11-11,4,1,11,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.420833,0.421713,0.659167,0.1275,2290,4562,6852,2012,Winter,Clear,November,6,0.5019728189390618,1
682,2012-11-12,4,1,11,1,1,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.485,0.475383,0.741667,0.173517,1097,5172,6269,2012,Winter,Clear,November,0,0.21210363495746326,1
683,2012-11-13,4,1,11,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.343333,0.323225,0.662917,0.342046,327,3767,4094,2012,Winter,Mist,November,1,0.08680647730289355,0
684,2012-11-14,4,1,11,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.289167,0.281563,0.552083,0.199625,373,5122,5495,2012,Winter,Clear,November,2,0.07282311597032409,0
685,2012-11-15,4,1,11,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.321667,0.324492,0.620417,0.152987,320,5125,5445,2012,Winter,Mist,November,3,0.0624390243902439,0
686,2012-11-16,4,1,11,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.345,0.347204,0.524583,0.171025,484,5214,5698,2012,Winter,Clear,November,4,0.09282700421940929,1
687,2012-11-17,4,1,11,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.325,0.326383,0.545417,0.179729,1313,4316,5629,2012,Winter,Clear,November,5,0.3042168674698795,0
688,2012-11-18,4,1,11,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3425,0.337746,0.692917,0.227612,922,3747,4669,2012,Winter,Clear,November,6,0.2460635174806512,0
689,2012-11-19,4,1,11,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.380833,0.375621,0.623333,0.235067,449,5050,5499,2012,Winter,Mist,November,0,0.0889108910891089,0
690,2012-11-20,4,1,11,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.374167,0.380667,0.685,0.082725,534,5100,5634,2012,Winter,Mist,November,1,0.10470588235294118,0
691,2012-11-21,4,1,11,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.353333,0.364892,0.61375,0.103246,615,4531,5146,2012,Winter,Clear,November,2,0.13573162657250054,0
692,2012-11-22,4,1,11,1,4,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.350371,0.580417,0.0528708,955,1470,2425,2012,Winter,Clear,November,3,0.6496598639455783,2
693,2012-11-23,4,1,11,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.368333,0.378779,0.56875,0.148021,1603,2307,3910,2012,Winter,Clear,November,4,0.6948417858690941,0
694,2012-11-24,4,1,11,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.278333,0.248742,0.404583,0.376871,532,1745,2277,2012,Winter,Clear,November,5,0.3048710601719198,2
695,2012-11-25,4,1,11,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.245833,0.257583,0.468333,0.1505,309,2115,2424,2012,Winter,Clear,November,6,0.14609929078014183,2
696,2012-11-26,4,1,11,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.313333,0.339004,0.535417,0.04665,337,4750,5087,2012,Winter,Clear,November,0,0.07094736842105263,0
697,2012-11-27,4,1,11,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.291667,0.281558,0.786667,0.237562,123,3836,3959,2012,Winter,Mist,November,1,0.032064650677789366,0
698,2012-11-28,4,1,11,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.296667,0.289762,0.50625,0.210821,198,5062,5260,2012,Winter,Clear,November,2,0.03911497431845121,0
699,2012-11-29,4,1,11,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.28087,0.298422,0.555652,0.115522,243,5080,5323,2012,Winter,Clear,November,3,0.04783464566929134,0
700,2012-11-30,4,1,11,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.298333,0.323867,0.649583,0.0584708,362,5306,5668,2012,Winter,Clear,November,4,0.0682246513381078,0
701,2012-12-01,4,1,12,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.298333,0.316904,0.806667,0.0597042,951,4240,5191,2012,Winter,Mist,December,5,0.22429245283018867,0
702,2012-12-02,4,1,12,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3475,0.359208,0.823333,0.124379,892,3757,4649,2012,Winter,Mist,December,6,0.23742347617780143,0
703,2012-12-03,4,1,12,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4525,0.455796,0.7675,0.0827208,555,5679,6234,2012,Winter,Clear,December,0,0.09772847332276809,1
704,2012-12-04,4,1,12,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.475833,0.469054,0.73375,0.174129,551,6055,6606,2012,Winter,Clear,December,1,0.09099917423616846,1
705,2012-12-05,4,1,12,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.438333,0.428012,0.485,0.324021,331,5398,5729,2012,Winter,Clear,December,2,0.06131900703964431,1
706,2012-12-06,4,1,12,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.255833,0.258204,0.50875,0.174754,340,5035,5375,2012,Winter,Clear,December,3,0.06752730883813307,0
707,2012-12-07,4,1,12,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.320833,0.321958,0.764167,0.1306,349,4659,5008,2012,Winter,Mist,December,4,0.07490877870787722,0
708,2012-12-08,4,1,12,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.381667,0.389508,0.91125,0.101379,1153,4429,5582,2012,Winter,Mist,December,5,0.26032964551817567,0
709,2012-12-09,4,1,12,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.384167,0.390146,0.905417,0.157975,441,2787,3228,2012,Winter,Mist,December,6,0.15823466092572658,0
710,2012-12-10,4,1,12,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.435833,0.435575,0.925,0.190308,329,4841,5170,2012,Winter,Mist,December,0,0.06796116504854369,0
711,2012-12-11,4,1,12,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.353333,0.338363,0.596667,0.296037,282,5219,5501,2012,Winter,Mist,December,1,0.05403333972025292,0
712,2012-12-12,4,1,12,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2975,0.297338,0.538333,0.162937,310,5009,5319,2012,Winter,Mist,December,2,0.06188860051906568,0
713,2012-12-13,4,1,12,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.295833,0.294188,0.485833,0.174129,425,5107,5532,2012,Winter,Clear,December,3,0.0832191110240846,0
714,2012-12-14,4,1,12,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.281667,0.294192,0.642917,0.131229,429,5182,5611,2012,Winter,Clear,December,4,0.08278656889231957,0
715,2012-12-15,4,1,12,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.324167,0.338383,0.650417,0.10635,767,4280,5047,2012,Winter,Clear,December,5,0.17920560747663553,0
716,2012-12-16,4,1,12,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3625,0.369938,0.83875,0.100742,538,3248,3786,2012,Winter,Mist,December,6,0.16564039408866996,0
717,2012-12-17,4,1,12,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.393333,0.4015,0.907083,0.0982583,212,4373,4585,2012,Winter,Mist,December,0,0.04847930482506289,0
718,2012-12-18,4,1,12,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.410833,0.409708,0.66625,0.221404,433,5124,5557,2012,Winter,Clear,December,1,0.08450429352068696,0
719,2012-12-19,4,1,12,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3325,0.342162,0.625417,0.184092,333,4934,5267,2012,Winter,Clear,December,2,0.06749087961086339,0
720,2012-12-20,4,1,12,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.33,0.335217,0.667917,0.132463,314,3814,4128,2012,Winter,Mist,December,3,0.08232826428945988,0
721,2012-12-21,1,1,12,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.326667,0.301767,0.556667,0.374383,221,3402,3623,2012,Spring,Mist,December,4,0.06496178718400941,0
722,2012-12-22,1,1,12,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.265833,0.236113,0.44125,0.407346,205,1544,1749,2012,Spring,Clear,December,5,0.1327720207253886,2
723,2012-12-23,1,1,12,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.245833,0.259471,0.515417,0.133083,408,1379,1787,2012,Spring,Clear,December,6,0.2958665699782451,2
724,2012-12-24,1,1,12,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.231304,0.2589,0.791304,0.0772304,174,746,920,2012,Spring,Mist,December,0,0.23324396782841822,2
725,2012-12-25,1,1,12,1,2,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.291304,0.294465,0.734783,0.168726,440,573,1013,2012,Spring,Mist,December,1,0.7678883071553229,2
726,2012-12-26,1,1,12,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.243333,0.220333,0.823333,0.316546,9,432,441,2012,Spring,Light Rain/Snow,December,2,0.020833333333333332,2
727,2012-12-27,1,1,12,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.254167,0.226642,0.652917,0.350133,247,1867,2114,2012,Spring,Mist,December,3,0.13229780396357793,2
728,2012-12-28,1,1,12,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.253333,0.255046,0.59,0.155471,644,2451,3095,2012,Spring,Mist,December,4,0.262749898000816,2
729,2012-12-29,1,1,12,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.253333,0.2424,0.752917,0.124383,159,1182,1341,2012,Spring,Mist,December,5,0.13451776649746192,2
730,2012-12-30,1,1,12,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.255833,0.2317,0.483333,0.350754,364,1432,1796,2012,Spring,Clear,December,6,0.2541899441340782,2
731,2012-12-31,1,1,12,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.215833,0.223487,0.5775,0.154846,439,2290,2729,2012,Spring,Mist,December,0,0.19170305676855895,2
